Site,Participant_ID,RowNumber,session_id,attention,backcount1,backcount10,backcount2,backcount3,backcount4,backcount5,backcount6,backcount7,backcount8,backcount9,bestgrade3,bestgrade4,bestgrade5,big5_01,big5_02,big5_03,big5_04,big5_05,big5_06,big5_07,big5_08,big5_09,big5_10,elm_01,elm_02,elm_03,elm_04,elm_05,ethnicity,feedback,gender,instructbig5,instructintrinsic,instructmli,instructnfc,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06,intrinsic_07,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,kposition,lposition,mcdv1,mcdv2,mcfiller1,mcfiller2,mcfiller3,mcmost1,mcmost2,mcmost3,mcmost4,mcmost5,mcsome1,mcsome2,mcsome3,mcsome4,mcsome5,mood_01,mood_02,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nposition,pate_01,pate_02,pate_03,pate_04,pate_05,rposition,sarcasm,selfesteem_01,stress_01,stress_02,stress_03,stress_04,tempest2,tempest3,tempfollowup1,tempfollowup2,tempfollowup3,vposition,worstgrade3,worstgrade4,worstgrade5,year,Station,Date.x,Experimenter,Temperatureinlab,OrderofTasks,ClipboardWeight,IIResponse,SRCondition,SRMeetingResponse,SRConfidenceResponse,SRTFCorrect,Notes,StartDate.x,EndDate,NumberofDays,Pool1,Pool2a,Pool2b,Pool2c,Pool2d,Pool2e,Pool3,Pool4,Pool5a,Pool5b,Pool6,Pool7a,Pool7b,Pool7c,Pool7d,Pool7e,Pool8,Pool9,Pool10,Pool11,Pool12,Pool13,Pool14,Pool15,Pool16a,Pool16b,Pool16c,Pool17,Pool18,Pool19a,Pool19b,Pool20,ClipBoardMaterial,Persistence,anagrams_order,attention_order,availinstruct_order,availk_order,availl_order,availn_order,availr_order,availv_order,bestgrade_order,bigfive_order,compcode_order,consent_order,debrief_order,demographics_order,elmques_order,elmstrong_order,elmweak_order,filler1_order,filler2_order,galinskyvignette_order,highpower_order,inlab_order,intrinsic_order,lowpower_order,mcfiller_order,mcmost_order,mcsome_order,moninvignette_order,mood_order,nfc_order,participantid_order,participation_order,selfesteem_order,startpage_order,stress_order,stroop_order,stroopinstructions_order,stroopinstructionstest_order,stroopprac_order,tempagenf_order,tempagenm_order,tempcomf_order,tempcomm_order,tempestimate_order,tempfollowup_order,welcome_order,worstgrade_order,session_date,DateComputer,TimeComputer,MonthComputer,DayComputer,YearComputer,DaysSinceMonthComputer,DaysSinceAugComputer,Date.y,MonthLab,DayLab,YearLab,DaysSinceMonthLab,DaysSinceAugLab,StartDate.y,MonthStart,DayStart,YearStart,DaysSinceMonthStart,DaysSinceAugStart,DaysInComp,DaysInLab,AttentionCheck,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Intrinsic,Mood,NFC,ReportedAttention,ReportedEffort,SelfEsteem,Stress,PowerCond,MostEndorse,SomeEndorse,CredCond,Genderfactor,SubDistCond,K1st,L1st,N1st,R1st,V1st,AvailFirst,AvailSign,TempCond4,TempCond,TargetGender,ArgumentQuality,NFCcenter,ELMCond,CBReject
CarletonUniversity,26,911,7470200,4,357,330,354,351,348,345,342,339,336,333,10,1,1,7,5,6,6,7,5,7,5,2,1,6,4,8,9,8,5,This Stroop task has no feedback,1,1,1,1,1,2,3,3,4,4,2,2,3,3,4,4,4,4,2,4,1,2,0,3,1,0,1,2,2,2,2,2,5,1,0,-1,-1,2,2,1,4,4,3,4,4,1,5,4,1,1,5,1,5,7,4,3,3,4,4,2,7,7,4,1,8,2,4,1,51,10/7/14,CC,25.2,II-SR,20,7,A,Friday,5,Yes,Sat on floor during clipboard survey.,9/5/14,12/8/14,94,1,0,1,0,0,0,6,0.5,0,3,0,1,0,1,0,0,0,0,0,5,200,4200,12000,756,1,0,0,3,1,1,0.5,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,81.00000008,6,28,12,13,14,17,15,16,5,27,NA,NA,36,35,26,25,24,8,9,10,7,11,31,7,23,22,21,24,29,34,37,32,30,0,33,21,18,20,19,20,3,23,2,4,3,1,-7,10/7/14 16:44,10/7/14,16:44,10,7,14,61,68,10/7/14,10,7,14,61,68,9/5/14,9,5,14,31,36,0.340425532,0.340425532,Fail,7,4.5,5,5,6,3.333333333,6,2.333333333,5,4,7,3.5,HighPower,5,0,Credentials,Female,BestGrade,1,0,1,1,1,4,+,CommunalMale,Communal,MaleTarget,7,-0.849206349,1,1
CarletonUniversity,44,2455,7624691,5,357,330,354,351,348,345,342,339,336,333,1,5,1,3,2,3,5,7,2,6,6,5,5,6,5,4,3,3,6,This Stroop task has no feedback,2,1,1,1,1,3,3,3,3,3,2,2,3,2,4,3,4,2,3,4,2,1,1,1,2,2,1,1,1,2,2,2,5,1,0,-1,-1,3,2,3,4,4,4,4,4,1,3,5,2,2,6,1,5,5,3,4,3,3,4,3,6,7,5,2,8,2,5,2,51,12/8/14,ZvA,26.6,SR-II,20,5,A,Friday,5,No (missed 1),"Asked about ""last term in school"", told P to put whatever thought was best",9/5/14,12/8/14,94,1,0,1,0,0,0,6,0.5,0,5,0,1,0,1,0,0,0,0,0,5,200,4200,12000,756,1,0,0,3,1,1,0.5,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,86.0000025,19,30,2,5,7,3,6,4,20,29,NA,NA,36,35,22,21,21,9,10,11,8,26,31,7,24,23,22,25,27,28,37,33,34,0,32,18,15,17,16,20,3,5,12,14,13,1,9,12/8/14 14:02,12/8/14,14:02,12,8,14,122,130,12/8/14,12,8,14,122,130,9/5/14,9,5,14,31,36,1,1,Pass,5,2.5,4.5,6,4,3.066666667,5.5,2.833333333,3,5,5,2.75,HighPower,3,0,Credentials,Male,BestGrade,0,1,1,1,0,3,+,CommunalMale,Communal,MaleTarget,4.2,-0.349206349,1,0
VirginiaCommonwealthUniversity,41,954,7474158,4,357,330,354,351,348,345,342,339,336,333,4,4,3,3,2,6,1,5,1,5,3,6,4,7,7,5,9,6,6,This Stroop task has no feedback,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,0,2,2,0,3,1,2,2,1,2,5,1,0,-1,-1,2,1,1,1,2,4,4,3,2,4,3,1,1,1,2,4,7,2,5,5,2,3,3,7,7,1,2,8,2,5,1,133,10/9/14,AH,74,II-SR,10,5,C,Friday,5,N/A,leaned on wall,8/28/14,12/16/14,110,1,1,1,0,0,0,3,0.5,0,3,0,1,0,0,0,0,1,0,1,3,45,2075,0,153,1,1,0,3,1,1,0.66,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,170.0000001,15,34,19,23,24,22,21,20,3,30,NA,NA,36,35,26,25,24,5,6,7,4,2,31,4,13,12,12,14,28,32,37,33,29,0,27,11,8,10,9,23,3,21,16,18,17,1,4,10/9/14 10:03,10/9/14,10:03,10,9,14,61,70,10/9/14,10,9,14,61,70,8/28/14,8,28,14,0,28,0.381818182,0.381818182,Fail,4.5,5.5,5,5.5,1.5,2.866666667,6.5,3.5,4,3,7,1.5,HighPower,3,0,Credentials,Male,BestGrade,1,0,0,0,0,1,-,CommunalMale,Communal,MaleTarget,6.8,0.317460317,1,0
VirginiaCommonwealthUniversity,46,967,7474683,4,359,350,358,357,356,355,354,353,352,351,10,1,2,4,2,7,1,6,3,4,4,4,7,4,5,6,3,4,6,This Stroop task has no feedback,1,1,1,1,1,3,3,3,4,4,2,3,3,3,4,1,1,2,2,4,2,1,0,3,3,2,1,2,2,2,1,2,5,1,0,-1,-1,4,3,3,1,3,3,1,3,2,4,4,1,1,3,1,3,3,2,5,4,2,2,2,7,6,4,1,9,2,4,1,133,10/9/14,AH,75,II-SR,20,5,B,Sunday,3,Yes,leaned on wall,8/28/14,12/16/14,110,1,1,1,0,0,0,3,0.5,0,3,0,1,0,0,0,0,1,0,1,3,45,2075,0,153,1,1,0,3,1,1,0.66,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,176.9999993,10,27,19,24,20,23,22,21,2,34,NA,NA,36,35,26,25,24,16,17,18,15,11,32,14,13,12,12,14,30,33,37,28,29,0,31,9,6,8,7,23,3,6,3,5,4,1,-6,10/9/14 13:50,10/9/14,13:50,10,9,14,61,70,10/9/14,10,9,14,61,70,8/28/14,8,28,14,0,28,0.381818182,0.381818182,Pass,3.5,5.5,4.5,5,2.5,2.8,4.5,3,4,4,3,1.75,HighPower,4,0,Credentials,Female,BestGrade,0,1,0,1,1,3,+,CommunalMale,Communal,MaleTarget,4.4,-0.182539683,1,0
VirginiaCommonwealthUniversity,73,1394,7510332,4,330,276,300,297,294,291,288,285,282,279,2,6,1,5,2,7,3,6,7,7,1,7,3,8,8,9,7,9,2,This Stroop task has no feedback,1,1,1,1,1,4,4,3,4,4,4,3,3,2,4,3,3,4,4,4,2,2,0,3,2,1,1,2,2,2,2,2,5,1,0,-1,-1,1,1,4,3,4,4,3,4,1,4,4,2,1,1,1,6,5,3,3,4,2,7,3,7,6,7,1,8,2,5,1,133,10/24/14,ska,69,II-SR,10,6,a,Friday,5,Yes,Study also never directed participant to see me. I had her fill out the survey afterwards.,8/28/14,12/16/14,110,1,1,1,0,0,0,3,0.5,0,5,0,1,0,0,0,0,1,0,1,3,45,2075,0,153,1,1,0,3,1,1,0.66,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,83.99999826,9,31,17,22,20,18,19,21,6,33,NA,NA,36,35,8,7,7,3,4,5,2,26,34,2,15,14,14,16,28,29,37,30,32,0,27,13,10,12,11,17,8,21,23,25,24,1,7,10/24/14 11:53,10/24/14,11:53,10,24,14,61,85,10/24/14,10,24,14,61,85,8/28/14,8,28,14,0,28,0.518181818,0.518181818,Pass,5.5,7,3,6.5,2,3.266666667,7,3,4,4,5,2.5,HighPower,5,0,Credentials,Female,BestGrade,0,0,1,1,1,3,+,CommunalMale,Communal,MaleTarget,8.2,-0.182539683,1,0
UCRiverside,101,1478,7527315,4,357,330,354,351,348,345,342,339,336,333,5,3,5,3,4,6,5,6,6,6,2,4,2,6,7,6,5,6,2,This Stroop task has no feedback,2,1,1,1,1,2,2,2,3,3,3,3,3,3,4,2,3,3,3,4,1,2,1,1,1,1,2,2,2,2,1,2,5,1,0,-1,-1,2,2,3,4,4,4,4,2,2,4,4,1,1,4,1,4,3,3,3,4,3,5,4,6,6,5,1,9,2,5,4,3,10/29/14,VM,74.4,II-SR,10,6,C,Monday,5,N/A,Particpant leaned against the wall,10/2/14,12/12/14,71,1,1,0,1,0,0,4,0.5,0,3,0,1,0,0,0,0,1,1,1,5,55,1350,5400,300,1,0,0,3,1,1,0,Participants can receive credit at the beginning of the semester for taking part in the _mass survey_. This is a large survey given to students at the beginning of the semester as a way to pre-test participants. ,Plastic,241.0000042,3,27,13,17,14,16,15,18,12,32,NA,NA,36,35,20,19,19,5,6,7,4,2,33,4,22,21,20,23,31,34,37,29,30,0,28,11,8,10,9,13,3,23,24,26,25,1,3,10/29/14 12:51,10/29/14,12:51,10,29,14,61,90,10/29/14,10,29,14,61,90,10/2/14,10,2,14,61,63,0.38028169,0.38028169,Fail,6,6,2.5,5,4.5,2.733333333,6,3.166666667,4,4,3,2.75,HighPower,4,0,Credentials,Male,BestGrade,1,0,0,1,1,3,+,CommunalMale,Communal,MaleTarget,6,-0.015873016,1,0
UCRiverside,118,1614,7538740,5,357,331,354,351,349,346,343,340,337,334,7,3,1,3,1,6,3,5,5,7,3,6,5,5,4,4,3,5,6,This Stroop task has no feedback,1,1,1,1,1,2,2,2,4,4,4,3,4,3,3,3,2,2,3,3,2,1,0,3,1,0,1,2,2,2,2,2,5,1,0,-1,-1,3,2,2,2,2,3,4,2,1,3,4,1,1,4,1,4,3,3,4,4,3,6,2,7,7,5,1,8,2,4,2,3,11/4/14,DE,73,II-SR,20,7,B,Friday,2,Yes,Participant leaned against the wall during the clipboard portion,10/2/14,12/12/14,71,1,1,0,1,0,0,4,0.5,0,3,0,1,0,0,0,0,1,1,1,5,55,1350,5400,300,1,0,0,3,1,1,0,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,52.00000398,6,31,21,23,22,24,26,25,2,34,NA,NA,36,35,20,19,18,9,10,11,8,7,32,8,4,3,3,5,30,29,37,27,33,0,28,15,12,14,13,13,3,5,16,18,17,1,0,11/4/14 14:08,11/4/14,14:08,11,4,14,92,96,11/4/14,11,4,14,92,96,10/2/14,10,2,14,61,63,0.464788732,0.464788732,Fail,4,5.5,3,7,2.5,2.666666667,5.5,3.5,3,4,3,2.5,HighPower,5,0,Credentials,Female,BestGrade,0,1,1,1,1,4,+,CommunalMale,Communal,MaleTarget,4.2,0.317460317,1,0
UCRiverside,205,2047,7574757,4,357,330,354,351,348,345,342,339,336,333,10,1,8,3,5,7,2,5,6,7,1,4,5,5,4,5,3,5,7,This Stroop task has no feedback,1,1,1,1,1,2,1,1,4,2,2,2,3,3,4,2,2,2,2,4,1,1,0,1,1,0,1,2,2,2,2,2,5,1,0,-1,-1,1,2,3,2,3,3,2,2,2,5,4,1,1,4,1,4,5,1,4,5,3,6,3,7,7,5,2,10,2,4,3,3,11/21/14,DE/SP,76.1,II-SR,10,7,A,Friday,4,Yes,Participant asked for clarification for color task on online survey; had to ask participant to complete rest of clipboard portion,10/2/14,12/12/14,71,1,1,0,1,0,0,4,0.5,0,3,0,1,0,0,0,0,1,1,1,5,55,1350,5400,300,1,0,0,3,1,1,0,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,168.0000047,6,28,12,16,15,17,13,14,11,30,NA,NA,36,35,23,22,21,19,20,21,18,10,33,17,25,24,24,26,29,34,37,27,32,0,31,5,2,4,3,23,3,15,7,9,8,1,-5,11/21/14 15:16,11/21/14,15:16,11,21,14,92,113,11/21/14,11,21,14,92,113,10/2/14,10,2,14,61,63,0.704225352,0.704225352,Pass,4,7,2.5,5,3,2.533333333,6.5,3.166666667,5,4,5,1.75,HighPower,5,0,Credentials,Female,BestGrade,1,1,0,1,0,3,+,CommunalMale,Communal,MaleTarget,4.4,-0.015873016,1,0
UCRiverside,221,2075,7579356,5,357,330,354,351,348,345,342,339,336,333,8,1,1,2,5,6,2,3,7,5,6,6,6,7,2,3,6,5,2,This Stroop task has no feedback,2,1,1,1,1,2,1,1,3,2,4,4,4,4,3,2,1,4,4,4,2,2,-2,1,1,0,1,2,1,1,1,2,5,1,0,-1,-1,3,3,2,4,5,2,2,5,1,3,3,1,1,5,1,5,6,2,4,3,3,6,3,6,6,5,1,8,2,4,1,3,11/24/14,FO,74.1,II-SR,10,6,C,Friday,5,No [1],particpant put the clipboard down on the table,10/2/14,12/12/14,71,1,1,0,1,0,0,4,0.5,0,3,0,1,0,0,0,0,1,1,1,5,55,1350,5400,300,1,0,0,3,1,1,0,Participants can receive credit at the beginning of the semester for taking part in the _mass survey_. This is a large survey given to students at the beginning of the semester as a way to pre-test participants. ,Plastic,114.999998,14,29,8,12,10,13,11,9,2,30,NA,NA,36,35,19,18,17,24,25,26,23,3,33,22,16,15,15,17,27,32,37,34,31,0,28,7,4,6,5,13,8,23,20,22,21,1,-1,11/24/14 19:13,11/24/14,19:13,11,24,14,92,116,11/24/14,11,24,14,92,116,10/2/14,10,2,14,61,63,0.746478873,0.746478873,Pass,2.5,4,1.5,4,2,2.466666667,5,1.666666667,3,3,6,2.5,HighPower,2,0,Credentials,Male,BestGrade,0,0,1,1,1,3,+,CommunalMale,Communal,MaleTarget,4.6,-1.515873016,1,1
UCRiverside,11,1036,7481298,5,657,331,354,351,348,345,342,339,336,333,8,4,1,5,2,6,5,7,5,6,1,6,5,7,3,4,5,5,7,This Stroop task has no feedback,1,1,1,1,1,2,2,3,4,3,2,3,4,3,4,3,2,4,4,4,1,2,3,1,1,0,1,2,2,2,2,2,5,1,0,-1,-1,3,2,3,2,4,4,4,2,1,5,4,1,1,2,2,5,5,4,3,3,5,3,2,7,7,5,1,8,3,5,3,4,10/13/14,VM,74.8,SR-II,10,6,C,Friday,3,N/A,participant leaned against the wall during clipboard portion,10/2/14,12/12/14,71,1,1,0,1,0,0,4,0.5,0,3,0,1,0,0,0,0,1,1,1,5,55,1350,5400,300,1,0,0,3,1,1,0,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,240.000002,20,33,21,23,25,26,22,24,19,28,NA,NA,36,35,11,10,9,16,17,18,15,5,30,14,13,12,12,14,32,34,37,29,27,0,31,9,6,8,7,20,3,6,2,4,3,1,-1,10/13/14 14:05,10/13/14,14:05,10,13,14,61,74,10/13/14,10,13,14,61,74,10/2/14,10,2,14,61,63,0.154929577,0.154929577,Pass,5,6.5,4,6,3.5,3.133333333,5.5,3.5,5,4,5,3.75,HighPower,5,0,Credentials,Female,BestGrade,1,0,1,0,1,3,+,CommunalMale,Communal,MaleTarget,4.8,0.317460317,1,0
UCRiverside,162,1882,7558635,5,357,330,354,351,348,345,342,339,336,333,1,6,5,3,4,2,6,6,6,6,6,3,6,5,3,3,8,6,4,This Stroop task has no feedback,1,1,1,1,1,2,3,2,3,4,2,2,3,4,3,2,2,3,3,3,2,2,0,3,2,2,2,2,2,2,2,2,5,1,0,-1,-1,5,4,2,2,2,4,3,2,1,3,3,1,1,3,1,5,2,4,3,2,4,6,4,6,6,4,2,9,2,5,1,2,11/14/14,KJ/LN,74.6,II-SR,20,7,C,Friday,3,N/A,Participant went to lock up his bike during computer session,10/2/14,12/12/14,71,1,1,0,1,0,0,4,0.5,0,3,0,1,0,0,0,0,1,1,1,5,55,1350,5400,300,1,0,0,3,1,1,0,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,186.9999953,2,33,10,15,11,14,12,13,3,30,NA,NA,36,35,5,4,3,24,25,26,23,9,28,22,21,20,19,22,31,34,37,29,27,0,32,19,16,18,17,20,8,15,6,8,7,1,10,11/14/14 12:09,11/14/14,12:09,11,14,14,92,106,11/14/14,11,14,14,92,106,10/2/14,10,2,14,61,63,0.605633803,0.605633803,Pass,4,2,2.5,5,5.5,2.866666667,3.5,3.5,3,3,2,3.75,HighPower,5,0,Credentials,Female,BestGrade,0,0,1,1,0,2,-,CommunalMale,Communal,MaleTarget,5,0.317460317,1,0
PacificLutheranUniversity,59,1025,7477172,4,357,330,354,351,348,345,342,339,336,333,7,3,2,6,2,6,2,6,4,6,2,6,2,7,8,7,8,8,6,This Stroop task has no feedback,1,1,1,1,1,2,2,1,2,2,3,3,3,2,3,3,4,3,4,3,1,1,1,-2,1,0,1,2,2,2,2,2,5,1,0,-1,-1,2,2,1,3,3,2,3,4,1,4,5,1,1,1,2,1,6,3,4,4,2,6,2,7,7,7,2,8,2,4,1,20,10/10/14,Megan,76,"SR, II",10,6,C,Friday,5,N/A,"leaned against doorway, error message at end",9/15/14,12/12/14,88,1,1,1,0,0,0,5,0.5,0,3,0,1,1,1,0,0,0,0,1,2,18,165,750,105,1,0,0,3,1,0,0,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,78.99999584,9,30,17,19,22,18,21,20,14,34,NA,NA,36,35,16,15,14,11,12,13,10,23,31,10,25,24,23,26,28,32,37,33,29,0,27,8,5,7,6,23,4,5,2,4,3,1,-1,10/10/14 20:27,10/10/14,20:27,10,10,14,61,71,10/10/14,10,10,14,61,71,9/15/14,9,15,14,31,46,0.284090909,0.284090909,Fail,6,6,5,6,2,2.533333333,6,2.333333333,4,5,6,2.25,HighPower,5,0,Credentials,Female,BestGrade,1,1,1,0,0,3,+,CommunalMale,Communal,MaleTarget,7.6,-0.849206349,1,0
NovaSoutheasternUniversity,60,774,7457027,5,357,330,354,351,348,345,342,339,336,333,7,4,1,3,4,6,5,4,6,4,3,3,5,9,7,8,9,7,4,This Stroop task has no feedback,1,1,1,1,1,2,3,2,3,3,2,2,3,2,4,2,2,1,1,4,2,2,0,0,2,0,1,2,1,2,1,2,5,1,0,-1,-1,6,6,2,2,4,3,3,3,2,3,4,1,1,3,2,2,2,3,2,1,4,4,2,7,6,4,2,8,2,5,2,9,10/1/14,Guy M,78,SR-II,20,5,c,Friday,5,no response,"""sat in chair during survey",8/25/14,12/5/14,102,1,1,1,1,0,0,5,0.5,0,3,0,1,1,0,0,0,1,1,1,3,20,360,480,80,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,91.99999825,16,27,17,21,20,22,19,18,2,32,NA,NA,36,35,4,3,2,13,14,15,11,23,31,12,25,24,23,26,33,34,37,28,30,0,29,8,5,7,6,16,3,9,15,11,10,1,0,10/1/14 11:28,10/1/14,11:28,10,1,14,61,62,10/1/14,10,1,14,61,62,8/25/14,8,25,14,0,25,0.362745098,0.362745098,Pass,3.5,5.5,2.5,4,5,2.533333333,2,2.833333333,3,4,2,4,LowPower,3,0,Credentials,Female,BestGrade,0,0,0,0,0,0,-,CommunalFemale,Communal,FemaleTarget,8,-0.349206349,1,1
NovaSoutheasternUniversity,83,1694,7544765,5,357,330,354,351,348,345,342,339,336,333,10,3,1,5,5,3,5,6,2,6,3,2,1,7,3,6,2,9,4,This Stroop task has no feedback,1,1,1,1,1,2,2,2,4,2,2,1,4,3,3,3,3,4,4,4,2,2,0,1,1,0,2,2,1,2,2,2,5,1,0,-1,-1,3,2,3,2,2,4,2,2,2,4,5,1,1,3,2,3,3,1,2,3,4,3,4,7,6,4,1,8,2,5,1,9,11/7/14,Andrea,78,SR-II,20,7,c,Friday,4,n/a,page could not be displayed when entering participant number,8/25/14,12/5/14,102,1,1,1,1,0,0,5,0.5,0,3,0,1,1,0,0,0,1,1,1,3,20,360,480,80,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,220.0000005,17,30,4,7,9,5,8,6,2,29,NA,NA,36,35,23,22,22,11,12,13,10,3,34,10,15,14,13,16,32,28,37,33,31,0,27,21,18,20,19,13,23,24,15,26,25,1,-5,11/7/14 8:53,11/7/14,8:53,11,7,14,92,99,11/7/14,11,7,14,92,99,8/25/14,8,25,14,0,25,0.725490196,0.725490196,Pass,6.5,4,5.5,4.5,5.5,3.133333333,5.5,3.5,4,5,3,3,LowPower,4,0,Credentials,Female,BestGrade,0,0,0,0,1,1,-,CommunalFemale,Communal,FemaleTarget,5.4,0.317460317,1,0
NovaSoutheasternUniversity,75,1338,7507167,4,357,330,354,351,348,345,342342,339,336,333,5,4,3,6,4,2,2,6,6,6,1,6,1,9,8,9,9,8,4,This Stroop task has no feedback,1,1,1,1,1,2,3,2,4,3,2,2,4,4,4,4,3,4,2,4,2,1,0,3,2,1,3,2,2,2,2,2,5,1,0,-1,-1,4,4,3,2,4,4,4,2,2,3,4,1,1,2,2,3,7,3,4,3,3,4,2,7,7,7,2,9,2,5,4,9,10/23/14,Valeria,78,SR-II,10,7,b,Sunday,4,no (3),standing most of the time but sat down at the end,8/25/14,12/5/14,102,1,1,1,1,0,0,5,0.5,0,3,0,1,1,0,0,0,1,1,1,3,20,360,480,80,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,171.9999968,20,33,21,23,24,26,25,22,5,27,NA,NA,36,35,7,6,5,9,10,11,8,12,32,8,14,13,12,15,29,28,37,30,34,0,31,19,16,18,17,16,3,2,15,4,3,1,3,10/23/14 12:59,10/23/14,12:59,10,23,14,61,84,10/23/14,10,23,14,61,84,8/25/14,8,25,14,0,25,0.578431373,0.578431373,Pass,6.5,4.5,4,5,2,3.266666667,4,3.5,3,4,7,2.75,LowPower,5,0,Credentials,Female,BestGrade,0,1,0,0,0,1,-,CommunalFemale,Communal,FemaleTarget,8.6,0.317460317,1,1
NovaSoutheasternUniversity,112,2032,7574137,1,357,331,354,351,348,345,343,340,337,334,3,5,2,6,4,6,3,6,2,5,5,5,3,3,5,5,5,5,2,This Stroop task has no feedback,2,1,1,1,1,2,2,2,3,3,2,2,3,4,3,3,2,3,3,3,1,2,0,3,1,0,1,2,2,2,2,2,5,1,0,-1,-1,3,2,4,2,4,4,4,2,2,4,4,1,1,4,1,5,6,3,3,2,3,5,2,4,4,1,1,8,2,6,1,9,11/21/14,Andrea,78,SR-II,20,7,b,Monday,5,Yes,leaned against the table,8/25/14,12/5/14,102,1,1,1,1,0,0,5,0.5,0,5,0,1,1,0,0,0,1,1,1,3,20,360,480,80,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,131.9999931,25,32,6,8,9,7,10,11,12,31,NA,NA,36,35,21,20,20,3,4,5,1,26,27,2,18,17,16,19,29,33,37,28,30,0,34,16,13,15,14,13,3,22,15,24,23,1,7,11/21/14 8:38,11/21/14,8:38,11,21,14,92,113,11/21/14,11,21,14,92,113,8/25/14,8,25,14,0,25,0.862745098,0.862745098,Pass,5.5,4.5,6,4.5,3,2.8,5.5,3.666666667,4,4,6,3.25,LowPower,5,0,Credentials,Male,BestGrade,1,0,0,1,1,3,+,CommunalFemale,Communal,FemaleTarget,4.6,0.484126984,1,0
